1187) Scaler: Standard, classifier: PA-I--3, mean: 0.7541488154131364, class wrong: [0.04203125, 0.13747252747252747, 1.0, 1.0]
241) Scaler: MaxAbs, classifier: SGD-sl-l2-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
542) Scaler: MinMax, classifier: SGD-hu-l2-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
240) Scaler: MaxAbs, classifier: SGD-sei-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1437) Scaler: None, classifier: SGD-sl-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1438) Scaler: None, classifier: SGD-hu-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1147) Scaler: Standard, classifier: SGD-ei-e-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1032) Scaler: Standard, classifier: SGD-l-e-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1439) Scaler: None, classifier: SGD-ei-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1031) Scaler: Standard, classifier: SGD-h-e-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
530) Scaler: MinMax, classifier: SGD-hu-e-1, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
230) Scaler: MaxAbs, classifier: SGD-hu-e-1, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
231) Scaler: MaxAbs, classifier: SGD-ei-e-1, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1030) Scaler: Standard, classifier: SGD-p-l2-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
531) Scaler: MinMax, classifier: SGD-ei-e-1, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1148) Scaler: Standard, classifier: SGD-sei-e-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1028) Scaler: Standard, classifier: SGD-mh-l2-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
537) Scaler: MinMax, classifier: SGD-sl-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
237) Scaler: MaxAbs, classifier: SGD-sl-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
238) Scaler: MaxAbs, classifier: SGD-hu-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
239) Scaler: MaxAbs, classifier: SGD-ei-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
251) Scaler: MaxAbs, classifier: SGD-ei-n-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
544) Scaler: MinMax, classifier: SGD-sei-l2-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
543) Scaler: MinMax, classifier: SGD-ei-l2-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
725) Scaler: Robust, classifier: SGD-p-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
732) Scaler: Robust, classifier: SGD-l-e-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
731) Scaler: Robust, classifier: SGD-h-e-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
730) Scaler: Robust, classifier: SGD-p-l2-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
728) Scaler: Robust, classifier: SGD-mh-l2-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1335) Scaler: None, classifier: SGD-p-e-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
727) Scaler: Robust, classifier: SGD-l-l2-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
726) Scaler: Robust, classifier: SGD-h-l2-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
724) Scaler: Robust, classifier: SGD-sh-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
735) Scaler: Robust, classifier: SGD-p-e-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
723) Scaler: Robust, classifier: SGD-mh-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
722) Scaler: Robust, classifier: SGD-l-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
721) Scaler: Robust, classifier: SGD-h-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
711) Scaler: Robust, classifier: SGD-h-e-1, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
702) Scaler: Robust, classifier: SGD-l-l1-1, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
701) Scaler: Robust, classifier: SGD-h-l1-1, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1331) Scaler: None, classifier: SGD-h-e-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
733) Scaler: Robust, classifier: SGD-mh-e-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1336) Scaler: None, classifier: SGD-h-n-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1146) Scaler: Standard, classifier: SGD-hu-e-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1024) Scaler: Standard, classifier: SGD-sh-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1027) Scaler: Standard, classifier: SGD-l-l2-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
545) Scaler: MinMax, classifier: SGD-sl-e-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
546) Scaler: MinMax, classifier: SGD-hu-e-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1026) Scaler: Standard, classifier: SGD-h-l2-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1025) Scaler: Standard, classifier: SGD-p-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
547) Scaler: MinMax, classifier: SGD-ei-e-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
548) Scaler: MinMax, classifier: SGD-sei-e-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1023) Scaler: Standard, classifier: SGD-mh-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1011) Scaler: Standard, classifier: SGD-h-e-1, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1022) Scaler: Standard, classifier: SGD-l-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1021) Scaler: Standard, classifier: SGD-h-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1001) Scaler: Standard, classifier: SGD-h-l1-1, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1002) Scaler: Standard, classifier: SGD-l-l1-1, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
550) Scaler: MinMax, classifier: SGD-hu-n-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
551) Scaler: MinMax, classifier: SGD-ei-n-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1340) Scaler: None, classifier: SGD-p-n-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1033) Scaler: Standard, classifier: SGD-mh-e-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1145) Scaler: Standard, classifier: SGD-sl-e-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
426) Scaler: MinMax, classifier: SGD-h-l2-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
523) Scaler: MinMax, classifier: SGD-ei-l1-1, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
440) Scaler: MinMax, classifier: SGD-p-n-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
140) Scaler: MaxAbs, classifier: SGD-p-n-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
402) Scaler: MinMax, classifier: SGD-l-l1-1, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
401) Scaler: MinMax, classifier: SGD-h-l1-1, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1332) Scaler: None, classifier: SGD-l-e-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
138) Scaler: MaxAbs, classifier: SGD-mh-n-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
830) Scaler: Robust, classifier: SGD-hu-e-1, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
831) Scaler: Robust, classifier: SGD-ei-e-1, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
137) Scaler: MaxAbs, classifier: SGD-l-n-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
136) Scaler: MaxAbs, classifier: SGD-h-n-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
135) Scaler: MaxAbs, classifier: SGD-p-e-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
134) Scaler: MaxAbs, classifier: SGD-sh-e-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
133) Scaler: MaxAbs, classifier: SGD-mh-e-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
131) Scaler: MaxAbs, classifier: SGD-h-e-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
837) Scaler: Robust, classifier: SGD-sl-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
838) Scaler: Robust, classifier: SGD-hu-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
839) Scaler: Robust, classifier: SGD-ei-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
438) Scaler: MinMax, classifier: SGD-mh-n-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
437) Scaler: MinMax, classifier: SGD-l-n-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
436) Scaler: MinMax, classifier: SGD-h-n-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
430) Scaler: MinMax, classifier: SGD-p-l2-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
425) Scaler: MinMax, classifier: SGD-p-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
424) Scaler: MinMax, classifier: SGD-sh-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
423) Scaler: MinMax, classifier: SGD-mh-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
422) Scaler: MinMax, classifier: SGD-l-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
421) Scaler: MinMax, classifier: SGD-h-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
428) Scaler: MinMax, classifier: SGD-mh-l2-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
429) Scaler: MinMax, classifier: SGD-sh-l2-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
431) Scaler: MinMax, classifier: SGD-h-e-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
823) Scaler: Robust, classifier: SGD-ei-l1-1, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
432) Scaler: MinMax, classifier: SGD-l-e-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
433) Scaler: MinMax, classifier: SGD-mh-e-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
434) Scaler: MinMax, classifier: SGD-sh-e-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
822) Scaler: Robust, classifier: SGD-hu-l1-1, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
412) Scaler: MinMax, classifier: SGD-l-e-1, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
411) Scaler: MinMax, classifier: SGD-h-e-1, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
435) Scaler: MinMax, classifier: SGD-p-e-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
840) Scaler: Robust, classifier: SGD-sei-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
130) Scaler: MaxAbs, classifier: SGD-p-l2-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1323) Scaler: None, classifier: SGD-mh-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
101) Scaler: MaxAbs, classifier: SGD-h-l1-1, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1122) Scaler: Standard, classifier: SGD-hu-l1-1, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1325) Scaler: None, classifier: SGD-p-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1123) Scaler: Standard, classifier: SGD-ei-l1-1, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1130) Scaler: Standard, classifier: SGD-hu-e-1, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1131) Scaler: Standard, classifier: SGD-ei-e-1, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1137) Scaler: Standard, classifier: SGD-sl-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1138) Scaler: Standard, classifier: SGD-hu-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1139) Scaler: Standard, classifier: SGD-ei-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1140) Scaler: Standard, classifier: SGD-sei-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
222) Scaler: MaxAbs, classifier: SGD-hu-l1-1, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
223) Scaler: MaxAbs, classifier: SGD-ei-l1-1, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1141) Scaler: Standard, classifier: SGD-sl-l2-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1142) Scaler: Standard, classifier: SGD-hu-l2-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1143) Scaler: Standard, classifier: SGD-ei-l2-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1035) Scaler: Standard, classifier: SGD-p-e-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1034) Scaler: Standard, classifier: SGD-sh-e-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
522) Scaler: MinMax, classifier: SGD-hu-l1-1, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1321) Scaler: None, classifier: SGD-h-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
102) Scaler: MaxAbs, classifier: SGD-l-l1-1, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
842) Scaler: Robust, classifier: SGD-hu-l2-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
111) Scaler: MaxAbs, classifier: SGD-h-e-1, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
843) Scaler: Robust, classifier: SGD-ei-l2-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1322) Scaler: None, classifier: SGD-l-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
129) Scaler: MaxAbs, classifier: SGD-sh-l2-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
845) Scaler: Robust, classifier: SGD-sl-e-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
846) Scaler: Robust, classifier: SGD-hu-e-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
128) Scaler: MaxAbs, classifier: SGD-mh-l2-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
127) Scaler: MaxAbs, classifier: SGD-l-l2-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
126) Scaler: MaxAbs, classifier: SGD-h-l2-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
125) Scaler: MaxAbs, classifier: SGD-p-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
124) Scaler: MaxAbs, classifier: SGD-sh-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
847) Scaler: Robust, classifier: SGD-ei-e-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
123) Scaler: MaxAbs, classifier: SGD-mh-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
122) Scaler: MaxAbs, classifier: SGD-l-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
121) Scaler: MaxAbs, classifier: SGD-h-l1-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
1422) Scaler: None, classifier: SGD-hu-l1-1, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
112) Scaler: MaxAbs, classifier: SGD-l-e-1, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
132) Scaler: MaxAbs, classifier: SGD-l-e-2, mean: 0.39351627848394743, class wrong: [0.5, 0.7, 0.8, 1.0]
813) Scaler: Robust, classifier: SGD-sl-e-0, mean: 0.39038988610144, class wrong: [0.43062500000000004, 0.9274646781789639, 0.9170068027210885, 0.7451851851851851]
1375) Scaler: None, classifier: SGD-ei-l1--2, mean: 0.389431895262054, class wrong: [0.55546875, 0.49900052328623756, 0.8965753424657535, 0.8923569023569022]
1373) Scaler: None, classifier: SGD-sl-l1--2, mean: 0.38940497731117263, class wrong: [0.4809375, 0.8086734693877551, 0.7951449072779797, 0.9264309764309765]
734) Scaler: Robust, classifier: SGD-sh-e-2, mean: 0.3887956619136199, class wrong: [0.5, 0.8, 0.7, 1.0]
729) Scaler: Robust, classifier: SGD-sh-l2-2, mean: 0.3887956619136199, class wrong: [0.5, 0.8, 0.7, 1.0]
1347) Scaler: None, classifier: SGD-ei-l2--4, mean: 0.3880480812225655, class wrong: [0.4932812499999999, 0.6751072736787023, 0.9009924517752307, 1.0]
851) Scaler: Robust, classifier: SGD-ei-n-2, mean: 0.38774115502771467, class wrong: [0.531875, 0.6411590790162218, 0.8022644674308079, 0.9415824915824917]
736) Scaler: Robust, classifier: SGD-h-n-2, mean: 0.38620977678276935, class wrong: [0.5323437499999999, 0.6739717425431712, 0.7692899077439195, 0.936026936026936]
738) Scaler: Robust, classifier: SGD-mh-n-2, mean: 0.38563137085446597, class wrong: [0.53125, 0.6846938775510205, 0.7692712701518964, 0.9214814814814816]
737) Scaler: Robust, classifier: SGD-l-n-2, mean: 0.3852442458558027, class wrong: [0.5309375, 0.6841862899005757, 0.7740378343118068, 0.9214814814814816]
216) Scaler: MaxAbs, classifier: SGD-sei-e-0, mean: 0.385155866601507, class wrong: [0.545625, 0.6841444270015699, 0.6813391109868604, 1.0]
740) Scaler: Robust, classifier: SGD-p-n-2, mean: 0.3818694022275603, class wrong: [0.536875, 0.6846938775510205, 0.7712981082844097, 0.9214814814814816]
805) Scaler: Robust, classifier: SGD-sl-l1-0, mean: 0.37981435221477267, class wrong: [0.4742187500000001, 0.888116169544741, 0.8323595191501258, 0.8017845117845118]
212) Scaler: MaxAbs, classifier: SGD-sei-l2-0, mean: 0.37975614256250567, class wrong: [0.5543750000000001, 0.6810884353741496, 0.6855838225701238, 1.0]
739) Scaler: Robust, classifier: SGD-sh-n-2, mean: 0.37963340038500304, class wrong: [0.51765625, 0.7883856619570906, 0.7877783990308453, 0.7728619528619529]
1353) Scaler: None, classifier: SGD-sl-n--4, mean: 0.3770908741587059, class wrong: [0.52859375, 0.7499529042386186, 0.7234507501630789, 1.0]
1386) Scaler: None, classifier: SGD-hu-n--2, mean: 0.37649568365150626, class wrong: [0.5099999999999999, 0.8035243328100471, 0.7590532103252259, 0.9444781144781145]
1344) Scaler: None, classifier: SGD-sei-l1--4, mean: 0.3761326665251792, class wrong: [0.50703125, 0.7995578231292517, 0.7986301369863014, 0.9]
1364) Scaler: None, classifier: SGD-sei-l2--6, mean: 0.37426000663028935, class wrong: [0.49546875, 0.8193877551020409, 0.8070916037647937, 0.975925925925926]
520) Scaler: MinMax, classifier: SGD-sei-n-0, mean: 0.3728421444418629, class wrong: [0.551875, 0.689908424908425, 0.7732084614667784, 0.8907407407407408]
1355) Scaler: None, classifier: SGD-ei-n--4, mean: 0.37113421801817703, class wrong: [0.5154687499999999, 0.6637676609105181, 0.9398797875314508, 1.0]
1108) Scaler: Standard, classifier: SGD-sei-l1-0, mean: 0.3702311199662204, class wrong: [0.52421875, 0.8319727891156463, 0.7382489982294287, 0.8526262626262626]
220) Scaler: MaxAbs, classifier: SGD-sei-n-0, mean: 0.3691635805826968, class wrong: [0.54953125, 0.7057823129251701, 0.7753331469574132, 0.9259259259259259]
208) Scaler: MaxAbs, classifier: SGD-sei-l1-0, mean: 0.3686812327271568, class wrong: [0.5525, 0.7016849816849817, 0.7725934209300159, 0.9222222222222222]
1445) Scaler: None, classifier: SGD-sl-e-2, mean: 0.3673261405242493, class wrong: [0.54421875, 0.7886499215070644, 0.7068120398844469, 0.9094276094276094]
449) Scaler: MinMax, classifier: SGD-sl-e--4, mean: 0.36671812774895185, class wrong: [0.5117187499999999, 0.7976530612244899, 0.8694110520920695, 0.8372727272727273]
1342) Scaler: None, classifier: SGD-hu-l1--4, mean: 0.366684251408727, class wrong: [0.5326562499999999, 0.8613317634746206, 0.6462771409933836, 0.9636363636363636]
1348) Scaler: None, classifier: SGD-sei-l2--4, mean: 0.362712786071703, class wrong: [0.56203125, 0.6870565149136578, 0.8024881185350854, 0.9]
1441) Scaler: None, classifier: SGD-sl-l2-2, mean: 0.359838070607274, class wrong: [0.54796875, 0.7514207221350079, 0.7770897400055913, 0.9538383838383838]
1368) Scaler: None, classifier: SGD-sei-e--6, mean: 0.35879891940108266, class wrong: [0.5854687500000001, 0.6974228152799582, 0.7002422886963005, 0.9314814814814815]
1357) Scaler: None, classifier: SGD-sl-l1--6, mean: 0.3535775263223174, class wrong: [0.573125, 0.6927053898482469, 0.8107399124033176, 0.901818181818182]
1369) Scaler: None, classifier: SGD-sl-n--6, mean: 0.3535775263223174, class wrong: [0.573125, 0.6927053898482469, 0.8107399124033176, 0.901818181818182]
1343) Scaler: None, classifier: SGD-ei-l1--4, mean: 0.35069852427990605, class wrong: [0.61609375, 0.5046363160648875, 0.8554794520547946, 1.0]
451) Scaler: MinMax, classifier: SGD-ei-e--4, mean: 0.3505188957518812, class wrong: [0.5657812499999999, 0.7872448979591836, 0.759388686981642, 0.8403030303030302]
1351) Scaler: None, classifier: SGD-ei-e--4, mean: 0.3487713163550364, class wrong: [0.56765625, 0.6840633176347461, 0.8417808219178082, 1.0]
447) Scaler: MinMax, classifier: SGD-ei-l2--4, mean: 0.3485709463847873, class wrong: [0.5684375, 0.713265306122449, 0.8900708228496879, 0.7616161616161616]
456) Scaler: MinMax, classifier: SGD-sei-n--4, mean: 0.3485634196515407, class wrong: [0.56140625, 0.70369178440607, 0.9152874848569565, 0.8076094276094276]
1360) Scaler: None, classifier: SGD-sei-l1--6, mean: 0.3453266225586796, class wrong: [0.5779687499999999, 0.8239795918367347, 0.659514490727798, 0.9351851851851851]
1372) Scaler: None, classifier: SGD-sei-n--6, mean: 0.3453266225586796, class wrong: [0.5779687499999999, 0.8239795918367347, 0.659514490727798, 0.9351851851851851]
1349) Scaler: None, classifier: SGD-sl-e--4, mean: 0.344626240284862, class wrong: [0.5868749999999999, 0.737760334903192, 0.7182694995806542, 0.9925925925925926]
1452) Scaler: None, classifier: SGD-sei-n-2, mean: 0.3404880520738716, class wrong: [0.58140625, 0.7739455782312926, 0.8218339390550741, 0.7295622895622895]
1365) Scaler: None, classifier: SGD-sl-e--6, mean: 0.3362254178134464, class wrong: [0.649375, 0.5852773417059132, 0.7073292330630883, 1.0]
1352) Scaler: None, classifier: SGD-sei-e--4, mean: 0.3342963884767757, class wrong: [0.6396874999999999, 0.6487964416535845, 0.6785714285714286, 1.0]
155) Scaler: MaxAbs, classifier: SGD-ei-n--4, mean: 0.3327091352429864, class wrong: [0.6084375, 0.708301936159079, 0.8358727052464822, 0.7566666666666666]
453) Scaler: MinMax, classifier: SGD-sl-n--4, mean: 0.3309685901060265, class wrong: [0.62109375, 0.6805259026687598, 0.8302488118535086, 0.7555892255892255]
444) Scaler: MinMax, classifier: SGD-sei-l1--4, mean: 0.3287007672212156, class wrong: [0.6134375, 0.770167451596023, 0.7155437517472742, 0.8771043771043772]
1356) Scaler: None, classifier: SGD-sei-n--4, mean: 0.32833356469928826, class wrong: [0.6006250000000001, 0.8133804290947149, 0.7101108936725374, 0.9]
471) Scaler: MinMax, classifier: SGD-ei-n--6, mean: 0.3267167829416816, class wrong: [0.6200000000000001, 0.7051020408163265, 0.7768940452893486, 0.9077104377104377]
809) Scaler: Robust, classifier: SGD-sl-l2-0, mean: 0.3258363377530737, class wrong: [0.5803125, 0.8519911041339613, 0.8333333333333334, 0.7108417508417508]
1361) Scaler: None, classifier: SGD-sl-l2--6, mean: 0.32532447325116676, class wrong: [0.6446875, 0.6224411302982732, 0.7557310595471065, 1.0]
489) Scaler: MinMax, classifier: SGD-sl-l1--1, mean: 0.3253032043889069, class wrong: [0.61796875, 0.7337833594976453, 0.7532569192060385, 0.9170033670033669]
197) Scaler: MaxAbs, classifier: SGD-sl-e--1, mean: 0.32427180927271076, class wrong: [0.6473437500000001, 0.658469387755102, 0.719802441524555, 0.9523569023569024]
1449) Scaler: None, classifier: SGD-sl-n-2, mean: 0.32370946726700645, class wrong: [0.6134375, 0.8124228152799582, 0.7121423912030566, 0.8267340067340069]
201) Scaler: MaxAbs, classifier: SGD-sl-n--1, mean: 0.3223140268062658, class wrong: [0.6404687499999999, 0.70861852433281, 0.7183440499487467, 0.8930303030303032]
200) Scaler: MaxAbs, classifier: SGD-sei-e--1, mean: 0.3211822232494928, class wrong: [0.639375, 0.6004631083202512, 0.8868045848476378, 0.8646801346801347]
